7,8,330.446,336.267,56.949,39.221,0.590,-1,-1,-1
7,11,379.566,266.514,122.715,112.400,0.583,-1,-1,-1
8,13,970.059,375.048,111.896,98.421,0.615,-1,-1,-1
8,4,463.560,290.910,386.692,290.393,0.743,-1,-1,-1
8,10,0.374,337.439,108.646,129.872,0.630,-1,-1,-1
8,9,240.296,338.648,99.493,49.838,0.667,-1,-1,-1
8,8,329.203,335.739,50.311,40.468,0.622,-1,-1,-1
8,11,371.851,263.032,125.820,117.685,0.646,-1,-1,-1
9,4,482.681,289.849,383.189,287.471,0.739,-1,-1,-1
9,14,1016.111,380.485,144.301,96.813,0.629,-1,-1,-1
9,9,238.979,336.293,100.589,50.706,0.673,-1,-1,-1
9,8,329.489,334.724,36.406,39.364,0.552,-1,-1,-1
9,15,485.377,320.103,46.734,40.635,0.530,-1,-1,-1
9,11,357.952,258.094,135.359,123.356,0.694,-1,-1,-1
10,4,504.545,289.070,380.600,292.346,0.731,-1,-1,-1
10,16,1077.369,373.170,172.996,110.081,0.657,-1,-1,-1
10,9,237.455,334.548,102.103,50.096,0.676,-1,-1,-1
10,15,480.339,318.314,50.798,41.914,0.588,-1,-1,-1
10,17,535.530,315.570,44.635,33.798,0.576,-1,-1,-1
10,18,1118.074,302.390,86.050,171.345,0.527,-1,-1,-1
10,11,344.145,254.185,145.125,129.650,0.665,-1,-1,-1
11,4,523.766,288.430,378.981,289.640,0.719,-1,-1,-1
11,9,234.697,336.263,101.067,50.171,0.683,-1,-1,-1
11,17,534.786,316.487,48.519,34.491,0.566,-1,-1,-1
11,15,475.384,320.347,52.719,42.512,0.561,-1,-1,-1
11,11,324.842,252.648,159.671,135.807,0.698,-1,-1,-1
12,9,232.208,336.804,86.663,51.172,0.665,-1,-1,-1
12,4,546.744,288.525,376.658,284.465,0.697,-1,-1,-1
12,15,468.780,321.422,56.423,43.019,0.572,-1,-1,-1
12,17,532.034,318.381,50.823,33.833,0.532,-1,-1,-1
12,11,305.958,248.720,173.943,143.722,0.714,-1,-1,-1
13,4,571.590,292.304,371.017,276.068,0.704,-1,-1,-1
13,9,229.696,339.095,68.757,51.006,0.633,-1,-1,-1
13,19,1202.086,327.458,77.621,50.667,0.589,-1,-1,-1
13,15,458.757,322.148,62.736,45.458,0.548,-1,-1,-1
13,17,530.156,318.810,51.270,35.664,0.501,-1,-1,-1
13,11,283.623,244.480,186.638,151.260,0.680,-1,-1,-1
14,4,597.607,294.162,364.915,271.773,0.699,-1,-1,-1
14,19,1213.016,327.523,66.738,48.443,0.553,-1,-1,-1
14,15,449.763,321.242,65.454,47.767,0.548,-1,-1,-1
14,17,525.857,317.868,52.857,36.687,0.525,-1,-1,-1
14,20,224.289,343.220,44.816,46.953,0.548,-1,-1,-1
14,11,259.606,235.474,198.981,164.502,0.700,-1,-1,-1
15,4,622.282,293.074,359.473,271.512,0.717,-1,-1,-1
15,6,434.799,320.348,70.159,49.409,0.538,-1,-1,-1
15,3,1222.248,326.241,57.529,49.249,0.532,-1,-1,-1
15,21,649.734,312.789,44.595,44.235,0.513,-1,-1,-1
15,11,213.607,229.086,228.684,175.980,0.708,-1,-1,-1
16,4,647.303,292.762,360.292,264.337,0.699,-1,-1,-1
16,6,415.272,318.143,77.273,53.553,0.561,-1,-1,-1
16,21,649.097,313.019,50.137,42.354,0.516,-1,-1,-1
16,3,1229.313,329.691,50.448,48.440,0.533,-1,-1,-1
16,11,170.987,217.363,252.165,191.848,0.695,-1,-1,-1
17,4,671.278,284.664,369.416,272.558,0.699,-1,-1,-1
17,6,390.006,318.168,87.800,57.902,0.555,-1,-1,-1
17,21,646.787,313.103,45.922,42.547,0.518,-1,-1,-1
17,3,1233.608,332.889,46.172,50.020,0.557,-1,-1,-1
17,11,109.249,203.578,289.063,213.684,0.685,-1,-1,-1
18,4,703.717,280.293,376.013,272.799,0.691,-1,-1,-1
18,6,359.526,317.586,101.135,61.117,0.535,-1,-1,-1
18,21,643.471,312.520,45.027,40.100,0.539,-1,-1,-1
18,3,1238.184,331.484,41.631,47.444,0.516,-1,-1,-1
18,11,85.133,191.646,282.259,230.208,0.630,-1,-1,-1
19,4,738.887,281.629,386.376,264.812,0.692,-1,-1,-1
19,6,332.519,316.017,109.777,65.765,0.535,-1,-1,-1
19,21,640.821,312.491,45.020,37.998,0.538,-1,-1,-1
19,22,714.876,306.180,75.650,58.259,0.510,-1,-1,-1
20,4,779.991,280.479,398.231,256.192,0.695,-1,-1,-1
20,6,309.379,317.047,113.962,70.660,0.566,-1,-1,-1
20,22,709.932,305.599,76.969,55.190,0.528,-1,-1,-1
20,21,637.646,312.624,44.563,37.275,0.524,-1,-1,-1
21,4,829.947,278.034,413.244,257.371,0.674,-1,-1,-1
21,22,704.586,309.913,78.449,56.922,0.526,-1,-1,-1
22,4,886.234,274.959,393.273,265.696,0.670,-1,-1,-1
22,15,415.407,319.441,76.009,51.678,0.518,-1,-1,-1
22,21,631.754,319.522,40.868,34.783,0.530,-1,-1,-1
22,22,698.621,310.934,82.253,60.818,0.517,-1,-1,-1
23,4,954.169,278.973,325.125,252.298,0.655,-1,-1,-1
23,21,627.982,320.830,39.623,33.490,0.538,-1,-1,-1
23,22,693.846,312.567,83.361,62.533,0.565,-1,-1,-1
23,15,407.643,319.542,67.058,52.404,0.538,-1,-1,-1
24,4,1038.349,268.165,241.256,247.276,0.675,-1,-1,-1
24,22,687.477,305.254,85.623,64.789,0.514,-1,-1,-1
25,4,1144.891,272.344,134.637,236.822,0.661,-1,-1,-1
25,22,684.191,304.846,88.530,67.890,0.535,-1,-1,-1
